"id","order_id","shipment_date","status"
"106","106","2025-07-28 07:01:47","delayed"
"107","107","2025-07-24 15:28:16","out_for_delivery"
"108","108","2025-07-31 21:27:16","returned"
"109","109","2025-08-07 05:04:10","delayed"
"110","110","2025-08-04 00:47:55","out_for_delivery"
"111","111","2025-07-20 09:49:08","delivered"
"112","112","2025-07-31 23:02:08","delayed"
"113","113","2025-07-16 04:56:55","delayed"
"114","114","2025-08-03 03:36:38","delivered"
"115","115","2025-07-15 11:39:26","shipped"
"116","116","2025-07-14 13:15:59","in_transit"
"117","117","2025-07-12 11:22:54","pending"
"118","118","2025-07-30 02:12:36","in_transit"
"119","119","2025-07-16 13:04:34","returned"
"120","120","2025-08-01 08:36:27","out_for_delivery"
"121","121","2025-08-02 01:01:47","in_transit"
"122","122","2025-07-21 08:42:03","delayed"
"123","123","2025-07-26 10:54:32","out_for_delivery"
"124","124","2025-07-14 19:20:42","out_for_delivery"
"125","125","2025-08-04 12:25:19","returned"
"126","126","2025-07-16 11:07:38","in_transit"
"127","127","2025-08-01 03:57:14","delayed"
"128","128","2025-08-06 13:14:12","out_for_delivery"
"129","129","2025-07-31 10:08:58","shipped"
"130","130","2025-08-06 05:47:56","delayed"
"131","131","2025-07-29 12:36:24","delayed"
"132","132","2025-08-04 22:51:04","shipped"
"133","133","2025-08-08 07:40:36","shipped"
"134","134","2025-07-13 11:24:56","shipped"
"135","135","2025-07-31 20:15:20","returned"
"136","136","2025-07-28 11:11:49","shipped"
"137","137","2025-08-08 15:26:38","out_for_delivery"
"138","138","2025-08-04 09:05:43","in_transit"
"139","139","2025-07-19 02:38:34","delayed"
"140","140","2025-07-29 16:06:25","shipped"
"141","141","2025-07-28 09:07:31","delivered"
"142","142","2025-07-19 21:58:21","in_transit"
"143","143","2025-07-13 02:51:28","shipped"
"144","144","2025-08-06 08:28:20","delivered"
"145","145","2025-08-09 23:18:33","delayed"
"146","146","2025-07-17 10:05:39","in_transit"
"147","147","2025-08-08 02:19:09","in_transit"
"148","148","2025-08-06 23:41:35","delivered"
"149","149","2025-07-15 06:41:58","delayed"
"150","150","2025-07-20 10:14:16","returned"
"151","151","2025-07-18 10:47:27","in_transit"
"152","152","2025-07-17 23:35:45","out_for_delivery"
"153","153","2025-07-30 05:59:28","in_transit"
"154","154","2025-07-21 15:36:56","in_transit"
"155","155","2025-07-20 02:17:21","returned"
"156","156","2025-08-08 14:17:00","out_for_delivery"
"157","157","2025-08-07 02:54:32","pending"
"158","158","2025-08-01 06:01:50","delivered"
"159","159","2025-07-22 08:34:41","shipped"
"160","160","2025-08-01 02:07:31","out_for_delivery"
"161","161","2025-08-02 05:33:16","shipped"
"162","162","2025-08-05 14:11:09","shipped"
"163","163","2025-07-26 16:31:11","pending"
"164","164","2025-07-22 09:46:51","delivered"
"165","165","2025-08-06 12:26:35","returned"
"166","166","2025-08-06 05:35:54","in_transit"
"167","167","2025-08-05 13:19:42","out_for_delivery"
"168","168","2025-08-01 13:28:29","in_transit"
"169","169","2025-08-08 00:36:15","in_transit"
"170","170","2025-07-12 23:31:03","pending"
"171","171","2025-07-12 21:20:36","returned"
"172","172","2025-08-03 09:48:40","in_transit"
"173","173","2025-07-12 14:03:58","out_for_delivery"
"174","174","2025-07-31 02:03:06","delivered"
"175","175","2025-07-30 10:46:02","in_transit"
"176","176","2025-07-27 13:53:13","returned"
"177","177","2025-07-30 13:19:08","shipped"
"178","178","2025-08-05 12:56:40","in_transit"
"179","179","2025-07-14 14:17:44","delayed"
"180","180","2025-07-19 15:30:33","returned"
"181","181","2025-07-29 04:48:26","out_for_delivery"
"182","182","2025-07-25 22:07:26","delivered"
"183","183","2025-07-19 14:25:06","shipped"
"184","184","2025-07-31 15:07:57","pending"
"185","185","2025-07-13 11:37:26","shipped"
"186","186","2025-08-08 12:34:10","in_transit"
"187","187","2025-07-12 01:45:15","out_for_delivery"
"188","188","2025-07-29 03:13:38","returned"
"189","189","2025-07-21 03:45:44","in_transit"
"190","190","2025-07-20 03:55:23","delayed"
"191","191","2025-07-12 03:21:25","returned"
"192","192","2025-07-17 16:06:55","delayed"
"193","193","2025-07-20 16:55:06","returned"
"194","194","2025-07-24 21:37:42","returned"
"195","195","2025-07-31 21:21:43","in_transit"
"196","196","2025-08-08 21:44:19","delivered"
"197","197","2025-07-29 11:35:09","delayed"
"198","198","2025-08-08 08:43:02","pending"
"199","199","2025-07-31 10:16:28","returned"
"200","200","2025-07-18 08:00:54","pending"
"201","201","2025-08-07 11:26:21","shipped"
"202","202","2025-07-14 01:59:15","returned"
"203","203","2025-08-01 02:47:24","out_for_delivery"
"204","204","2025-07-16 09:03:05","delivered"
"205","205","2025-08-05 01:35:15","out_for_delivery"
"206","206","2025-07-22 07:35:02","out_for_delivery"
"207","207","2025-08-09 21:03:13","pending"
"208","208","2025-07-19 05:59:16","out_for_delivery"
"209","209","2025-07-26 15:06:21","in_transit"
"210","210","2025-07-24 10:24:47","delivered"
"211","211","2025-07-20 12:03:12","delivered"
"212","212","2025-07-23 16:23:28","delivered"
"213","213","2025-07-29 01:08:36","delayed"
"214","214","2025-07-25 03:37:17","pending"
"215","215","2025-07-12 10:00:49","delivered"
"216","216","2025-07-23 03:15:31","pending"
"217","217","2025-08-05 06:30:32","shipped"
"218","218","2025-07-31 06:33:53","delivered"
"219","219","2025-08-04 01:02:52","delayed"
"220","220","2025-07-15 16:43:24","shipped"
"221","221","2025-07-21 04:49:50","out_for_delivery"
"222","222","2025-07-31 16:26:36","shipped"
"223","223","2025-07-20 08:53:02","shipped"
"224","224","2025-08-09 15:08:40","returned"
"225","225","2025-08-08 19:11:18","shipped"
"226","226","2025-07-17 01:25:26","delivered"
"227","227","2025-08-06 22:25:45","pending"
"228","228","2025-08-07 01:16:28","in_transit"
"229","229","2025-08-03 23:56:00","out_for_delivery"
"230","230","2025-07-23 08:54:34","delivered"
"231","231","2025-07-18 23:59:15","delayed"
"232","232","2025-07-30 08:22:16","in_transit"
"233","233","2025-07-20 14:50:49","in_transit"
"234","234","2025-07-12 03:37:15","delayed"
"235","235","2025-08-04 18:49:21","in_transit"
"236","236","2025-07-25 18:00:21","delayed"
"237","237","2025-07-19 13:22:30","returned"
"238","238","2025-07-22 17:42:38","delayed"
"239","239","2025-08-08 05:14:56","pending"
"240","240","2025-07-17 06:46:40","shipped"
"241","241","2025-07-16 02:58:09","out_for_delivery"
"242","242","2025-07-15 12:48:00","in_transit"
"243","243","2025-07-16 10:43:38","returned"
"244","244","2025-07-21 18:50:54","pending"
"245","245","2025-08-02 00:03:40","shipped"
"246","246","2025-08-04 18:33:37","delivered"
"247","247","2025-08-05 14:44:57","delayed"
"248","248","2025-07-30 18:02:35","shipped"
"249","249","2025-07-21 11:55:36","shipped"
"250","250","2025-07-31 10:42:59","out_for_delivery"
"251","251","2025-07-31 08:40:03","pending"
"252","252","2025-07-30 20:51:15","out_for_delivery"
"253","253","2025-08-05 06:34:34","returned"
"254","254","2025-07-27 03:15:33","in_transit"
"255","255","2025-08-05 18:20:25","in_transit"
"256","256","2025-07-18 01:15:11","in_transit"
"257","257","2025-08-05 13:36:56","delayed"
"258","258","2025-07-28 14:32:00","pending"
"259","259","2025-07-23 10:58:18","in_transit"
"260","260","2025-07-31 10:34:53","delayed"
"261","261","2025-07-26 15:36:36","out_for_delivery"
"262","262","2025-08-05 10:29:58","out_for_delivery"
"263","263","2025-07-27 15:13:24","shipped"
"264","264","2025-08-06 09:18:26","returned"
"265","265","2025-07-31 09:12:42","delayed"
"266","266","2025-07-13 16:12:14","out_for_delivery"
"267","267","2025-08-09 12:07:27","in_transit"
"268","268","2025-07-12 21:34:39","pending"
"269","269","2025-08-03 14:00:03","shipped"
"270","270","2025-07-28 11:39:31","returned"
"271","271","2025-08-05 09:35:41","delivered"
"272","272","2025-07-17 09:41:35","returned"
"273","273","2025-08-03 18:11:38","pending"
"274","274","2025-07-17 01:12:23","in_transit"
"275","275","2025-07-11 14:17:53","delayed"
"276","276","2025-08-09 01:24:11","delayed"
"277","277","2025-07-21 01:40:01","returned"
"278","278","2025-07-27 09:59:27","delayed"
"279","279","2025-08-02 13:39:13","returned"
"280","280","2025-07-28 12:51:23","delivered"
"281","281","2025-07-16 20:13:00","in_transit"
"282","282","2025-08-07 20:12:49","delayed"
"283","283","2025-07-24 15:52:28","delayed"
"284","284","2025-07-30 18:22:15","out_for_delivery"
"285","285","2025-07-18 15:05:00","delayed"
"286","286","2025-07-15 12:35:55","returned"
"287","287","2025-08-08 05:15:14","out_for_delivery"
"288","288","2025-07-31 11:36:26","out_for_delivery"
"289","289","2025-08-05 14:10:27","in_transit"
"290","290","2025-08-02 15:26:49","pending"
"291","291","2025-07-29 11:02:30","pending"
"292","292","2025-08-07 00:11:02","returned"
"293","293","2025-07-24 23:44:53","in_transit"
"294","294","2025-08-05 15:51:21","returned"
"295","295","2025-08-06 09:31:20","delivered"
"296","296","2025-07-16 02:08:10","returned"
"297","297","2025-07-23 07:48:16","delayed"
"298","298","2025-07-16 08:05:29","out_for_delivery"
"299","299","2025-08-02 08:57:22","pending"
"300","300","2025-07-14 07:10:04","out_for_delivery"
"301","301","2025-07-11 15:07:42","in_transit"
"302","302","2025-07-31 00:47:27","delayed"
"303","303","2025-07-16 03:21:22","pending"
"304","304","2025-08-09 12:43:10","returned"
"305","305","2025-07-13 07:28:51","pending"
"306","306","2025-08-09 09:08:06","in_transit"
"307","307","2025-08-04 04:44:03","delivered"
"308","308","2025-08-09 09:13:43","in_transit"
"309","309","2025-07-29 06:02:31","delivered"
"310","310","2025-07-15 08:04:28","pending"
"311","311","2025-08-10 04:25:00","out_for_delivery"
"312","312","2025-07-20 08:02:35","delivered"
"313","313","2025-08-10 03:32:53","pending"
"314","314","2025-07-23 07:55:31","returned"
"315","315","2025-08-09 22:53:04","delivered"
"316","316","2025-08-07 14:32:06","out_for_delivery"
"317","317","2025-07-25 16:26:34","in_transit"
"318","318","2025-07-30 07:49:28","in_transit"
"319","319","2025-08-08 08:03:40","pending"
"320","320","2025-07-26 04:23:20","returned"
"321","321","2025-07-22 16:03:49","in_transit"
"322","322","2025-08-08 00:44:43","pending"
"323","323","2025-07-19 11:12:16","delayed"
"324","324","2025-07-12 04:48:55","shipped"
"325","325","2025-07-19 03:42:01","returned"
"326","326","2025-07-27 09:23:59","in_transit"
"327","327","2025-07-20 09:59:48","out_for_delivery"
"328","328","2025-07-30 21:24:07","shipped"
"329","329","2025-07-26 01:07:07","shipped"
"330","330","2025-07-28 20:41:54","out_for_delivery"
"331","331","2025-07-29 21:19:12","pending"
"332","332","2025-08-09 13:17:12","shipped"
"333","333","2025-08-04 20:59:26","shipped"
"334","334","2025-07-22 11:47:11","delivered"
"335","335","2025-07-22 13:27:25","pending"
"336","336","2025-07-17 00:25:38","delivered"
"337","337","2025-07-23 15:03:34","out_for_delivery"
"338","338","2025-08-03 04:08:50","shipped"
"339","339","2025-07-25 06:02:45","returned"
"340","340","2025-07-24 22:50:53","returned"
"341","341","2025-07-17 10:08:23","pending"
"342","342","2025-08-05 14:11:21","pending"
"343","343","2025-07-31 12:08:02","delayed"
"344","344","2025-07-19 02:23:54","delayed"
"345","345","2025-07-23 01:10:28","delivered"
"346","346","2025-07-19 04:43:58","delayed"
"347","347","2025-07-22 07:33:48","in_transit"
"348","348","2025-08-03 06:31:37","returned"
"349","349","2025-07-31 17:49:59","delayed"
"350","350","2025-08-09 15:35:05","pending"
"351","351","2025-07-17 12:24:23","shipped"
"352","352","2025-07-27 16:26:37","returned"
"353","353","2025-07-29 00:00:40","pending"
"354","354","2025-07-19 11:05:07","pending"
"355","355","2025-08-10 06:31:09","delivered"
"356","356","2025-07-20 10:04:02","delivered"
"357","357","2025-07-30 01:44:52","pending"
"358","358","2025-07-18 09:55:42","shipped"
"359","359","2025-08-02 14:59:49","shipped"
"360","360","2025-07-20 06:25:20","delivered"
"361","361","2025-07-15 07:58:49","returned"
"362","362","2025-08-05 20:36:50","delayed"
"363","363","2025-07-31 17:17:57","returned"
"364","364","2025-07-17 17:01:08","shipped"
"365","365","2025-07-28 16:08:33","returned"
"366","366","2025-08-04 05:33:40","shipped"
"367","367","2025-08-03 06:24:21","delivered"
"368","368","2025-07-14 21:42:32","out_for_delivery"
"369","369","2025-07-28 03:16:21","returned"
"370","370","2025-07-26 16:35:51","pending"
"371","371","2025-08-09 00:11:52","in_transit"
"372","372","2025-08-03 17:16:16","in_transit"
"373","373","2025-07-29 00:15:42","delayed"
"374","374","2025-08-04 14:49:38","pending"
"375","375","2025-08-02 22:57:45","shipped"
"376","376","2025-07-12 09:36:22","returned"
"377","377","2025-08-05 15:29:01","in_transit"
"378","378","2025-07-11 11:58:57","out_for_delivery"
"379","379","2025-07-20 01:33:11","in_transit"
"380","380","2025-07-27 10:21:07","in_transit"
"381","381","2025-07-23 16:48:21","delivered"
"382","382","2025-08-09 03:02:14","delayed"
"383","383","2025-07-27 09:35:38","delivered"
"384","384","2025-07-31 05:58:12","shipped"
"385","385","2025-07-19 22:30:40","delayed"
"386","386","2025-07-19 00:56:03","returned"
"387","387","2025-07-26 20:56:01","delayed"
"388","388","2025-07-30 01:23:36","out_for_delivery"
"389","389","2025-08-02 11:55:09","delayed"
"390","390","2025-07-17 04:50:50","returned"
"391","391","2025-08-02 22:46:52","in_transit"
"392","392","2025-08-01 12:41:48","delayed"
"393","393","2025-08-04 17:30:23","shipped"
"394","394","2025-07-12 07:50:59","in_transit"
"395","395","2025-07-31 23:58:32","delivered"
"396","396","2025-08-06 16:45:08","pending"
"397","397","2025-07-19 09:02:12","pending"
"398","398","2025-07-12 03:18:04","returned"
"399","399","2025-07-28 21:13:51","in_transit"
"400","400","2025-07-13 17:40:56","pending"
"401","401","2025-07-29 05:05:54","returned"
"402","402","2025-07-27 23:50:42","shipped"
"403","403","2025-07-31 15:06:24","delayed"
"404","404","2025-07-20 11:57:02","out_for_delivery"
"405","405","2025-07-29 15:21:34","delayed"
"406","406","2025-07-18 03:35:54","pending"
"407","407","2025-07-31 01:37:20","pending"
"408","408","2025-07-13 08:20:28","delivered"
"409","409","2025-08-07 03:28:57","pending"
"410","410","2025-08-06 10:25:15","shipped"
"411","411","2025-07-31 18:57:19","in_transit"
"412","412","2025-08-05 15:56:13","shipped"
"413","413","2025-08-01 18:37:44","pending"
"414","414","2025-08-04 01:12:41","pending"
"415","415","2025-07-25 15:30:59","in_transit"
"416","416","2025-07-14 05:59:47","shipped"
"417","417","2025-07-11 21:06:41","shipped"
"418","418","2025-07-11 16:08:50","shipped"
"419","419","2025-07-18 01:30:52","shipped"
"420","420","2025-07-31 09:19:55","delivered"
"421","421","2025-07-15 21:50:42","pending"
"422","422","2025-07-18 01:32:52","delivered"
"423","423","2025-07-13 18:43:54","returned"
"424","424","2025-07-17 08:34:58","delivered"
"425","425","2025-07-24 01:18:54","shipped"
"426","426","2025-07-27 06:07:03","pending"
"427","427","2025-08-08 23:16:03","pending"
"428","428","2025-07-20 20:16:51","returned"
"429","429","2025-07-20 08:45:08","delivered"
"430","430","2025-08-08 06:08:23","in_transit"
"431","431","2025-07-20 09:29:57","out_for_delivery"
"432","432","2025-08-01 08:14:22","delivered"
"433","433","2025-07-25 14:46:11","delivered"
"434","434","2025-07-17 20:04:39","delayed"
"435","435","2025-08-02 23:37:16","delayed"
"436","436","2025-08-02 07:05:45","shipped"
"437","437","2025-07-13 07:59:31","pending"
"438","438","2025-07-16 04:35:17","in_transit"
"439","439","2025-07-19 22:09:54","shipped"
"440","440","2025-07-12 01:11:48","in_transit"
"441","441","2025-08-08 07:22:49","returned"
"442","442","2025-08-03 15:41:47","shipped"
"443","443","2025-07-27 20:35:13","shipped"
"444","444","2025-07-21 10:35:50","delayed"
"445","445","2025-07-22 11:56:18","in_transit"
"446","446","2025-08-07 17:08:35","returned"
"447","447","2025-07-30 19:50:14","pending"
"448","448","2025-08-01 14:31:40","pending"
"449","449","2025-07-30 20:06:11","shipped"
"450","450","2025-07-16 05:40:57","delayed"
"451","451","2025-07-15 18:35:14","pending"
"452","452","2025-07-22 08:22:28","pending"
"453","453","2025-07-18 06:21:00","returned"
"454","454","2025-07-12 08:38:43","delivered"
"455","455","2025-08-01 16:43:06","shipped"
"456","456","2025-07-26 07:37:08","out_for_delivery"
"457","457","2025-07-22 04:11:52","shipped"
"458","458","2025-07-29 01:48:13","delivered"
"459","459","2025-08-05 20:01:29","pending"
"460","460","2025-08-01 08:28:33","delivered"
"461","461","2025-07-17 23:44:24","in_transit"
"462","462","2025-07-17 11:38:44","delivered"
"463","463","2025-07-26 21:44:02","shipped"
"464","464","2025-08-07 07:45:31","returned"
"465","465","2025-07-21 20:31:31","out_for_delivery"
"466","466","2025-07-22 22:37:37","delivered"
"467","467","2025-07-14 18:37:26","shipped"
"468","468","2025-07-24 09:28:54","in_transit"
"469","469","2025-08-03 13:19:45","in_transit"
"470","470","2025-07-15 23:26:56","out_for_delivery"
"471","471","2025-07-15 23:38:48","delayed"
"472","472","2025-07-24 05:39:22","pending"
"473","473","2025-07-20 08:15:57","delivered"
"474","474","2025-08-04 17:46:13","in_transit"
"475","475","2025-08-09 00:21:36","out_for_delivery"
"476","476","2025-07-18 00:09:15","shipped"
"477","477","2025-07-24 12:27:39","shipped"
"478","478","2025-08-04 22:26:56","shipped"
"479","479","2025-07-23 01:27:36","pending"
"480","480","2025-07-15 20:04:00","in_transit"
"481","481","2025-07-25 15:07:51","delivered"
"482","482","2025-08-01 03:51:49","out_for_delivery"
"483","483","2025-07-28 17:16:43","out_for_delivery"
"484","484","2025-07-16 10:55:14","delivered"
"485","485","2025-08-09 17:52:29","delayed"
"486","486","2025-07-24 06:40:42","pending"
"487","487","2025-08-08 22:56:52","pending"
"488","488","2025-07-20 01:06:50","delayed"
"489","489","2025-07-24 19:18:53","returned"
"490","490","2025-07-26 20:48:17","pending"
"491","491","2025-07-26 03:38:35","delivered"
"492","492","2025-07-25 17:28:22","delayed"
"493","493","2025-07-15 14:08:49","out_for_delivery"
"494","494","2025-08-03 14:06:05","pending"
"495","495","2025-07-16 06:30:06","pending"
"496","496","2025-07-16 15:24:15","in_transit"
"497","497","2025-07-18 16:13:11","shipped"
"498","498","2025-07-22 23:43:08","in_transit"
"499","499","2025-08-03 07:46:17","returned"
"500","500","2025-07-22 04:37:21","shipped"
"501","501","2025-07-26 16:04:59","delayed"
"502","502","2025-08-09 12:33:26","out_for_delivery"
"503","503","2025-07-21 01:34:33","delivered"
"504","504","2025-07-25 18:09:16","returned"
"505","505","2025-08-05 06:22:21","out_for_delivery"
"506","506","2025-08-09 11:59:30","returned"
"507","507","2025-07-22 20:58:04","returned"
"508","508","2025-08-09 14:29:41","delivered"
"509","509","2025-07-30 21:01:17","delayed"
"510","510","2025-07-24 11:10:57","delivered"
"511","511","2025-07-18 10:23:06","pending"
"512","512","2025-07-14 15:29:49","delayed"
"513","513","2025-08-07 01:01:51","delivered"
"514","514","2025-07-13 16:07:59","shipped"
"515","515","2025-07-28 02:38:40","returned"
"516","516","2025-08-02 12:07:12","pending"
"517","517","2025-07-22 15:45:40","in_transit"
"518","518","2025-07-28 11:34:37","pending"
"519","519","2025-07-19 14:20:37","out_for_delivery"
"520","520","2025-07-16 10:05:47","shipped"
"521","521","2025-07-16 13:39:50","out_for_delivery"
"522","522","2025-07-14 14:21:03","in_transit"
"523","523","2025-08-06 17:40:50","pending"
"524","524","2025-07-18 00:26:06","shipped"
"525","525","2025-08-04 12:47:37","returned"
"526","526","2025-08-05 20:37:02","out_for_delivery"
"527","527","2025-07-29 12:21:14","returned"
"528","528","2025-07-12 22:46:02","returned"
"529","529","2025-07-25 03:00:23","shipped"
"530","530","2025-07-22 21:23:05","out_for_delivery"
"531","531","2025-07-30 02:59:08","delayed"
"532","532","2025-07-28 23:55:26","shipped"
"533","533","2025-08-05 03:52:24","delayed"
"534","534","2025-07-25 16:00:58","returned"
"535","535","2025-07-14 19:25:44","delayed"
"536","536","2025-08-05 21:12:10","pending"
"537","537","2025-07-21 18:37:21","delivered"
"538","538","2025-07-26 12:02:37","pending"
"539","539","2025-07-13 20:16:01","delayed"
"540","540","2025-07-13 00:18:10","out_for_delivery"
"541","541","2025-07-16 18:10:10","delayed"
"542","542","2025-07-15 16:04:56","delayed"
"543","543","2025-08-07 03:15:43","pending"
"544","544","2025-08-06 21:17:11","out_for_delivery"
"545","545","2025-07-23 20:05:42","out_for_delivery"
"546","546","2025-08-02 05:51:50","shipped"
"547","547","2025-07-16 22:26:27","delivered"
"548","548","2025-07-27 10:54:24","pending"
"549","549","2025-08-05 08:40:20","delayed"
"550","550","2025-07-27 15:58:38","pending"
"551","551","2025-07-16 12:49:40","in_transit"
"552","552","2025-07-13 03:05:17","shipped"
"553","553","2025-07-20 01:15:14","pending"
"554","554","2025-08-01 04:18:16","delayed"
"555","555","2025-07-18 23:30:25","in_transit"
"556","556","2025-08-05 10:21:11","delayed"
"557","557","2025-07-18 02:43:32","in_transit"
"558","558","2025-07-19 09:21:07","delayed"
"559","559","2025-08-02 11:22:38","returned"
"560","560","2025-07-21 11:56:38","pending"
"561","561","2025-07-18 23:42:26","delayed"
"562","562","2025-07-16 01:28:20","shipped"
"563","563","2025-07-13 10:57:43","in_transit"
"564","564","2025-07-23 02:23:55","returned"
"565","565","2025-08-08 04:33:14","in_transit"
"566","566","2025-07-31 00:08:57","shipped"
"567","567","2025-07-14 05:38:08","delivered"
"568","568","2025-07-31 18:08:08","delayed"
"569","569","2025-07-29 00:34:37","shipped"
"570","570","2025-07-14 10:34:58","out_for_delivery"
"571","571","2025-07-21 02:39:07","in_transit"
"572","572","2025-07-16 20:59:29","returned"
"573","573","2025-07-22 10:44:53","in_transit"
"574","574","2025-07-26 00:07:13","returned"
"575","575","2025-08-02 12:07:57","returned"
"576","576","2025-07-17 06:22:11","in_transit"
"577","577","2025-07-18 14:29:25","in_transit"
"578","578","2025-07-25 08:11:13","delivered"
"579","579","2025-07-20 06:09:04","out_for_delivery"
"580","580","2025-08-04 22:19:10","shipped"
"581","581","2025-08-06 09:17:16","delivered"
"582","582","2025-07-26 22:48:45","in_transit"
"583","583","2025-07-27 04:32:12","out_for_delivery"
"584","584","2025-07-31 00:49:27","returned"
"585","585","2025-08-01 02:37:57","shipped"
"586","586","2025-07-31 07:06:26","delayed"
"587","587","2025-07-24 23:10:12","pending"
"588","588","2025-08-08 23:12:54","shipped"
"589","589","2025-08-07 05:29:18","in_transit"
"590","590","2025-07-24 23:23:07","shipped"
"591","591","2025-07-22 17:42:35","returned"
"592","592","2025-07-27 17:08:39","in_transit"
"593","593","2025-07-15 23:47:12","in_transit"
"594","594","2025-07-18 01:53:20","shipped"
"595","595","2025-07-18 23:21:14","pending"
"596","596","2025-07-26 20:06:10","shipped"
