"id","user_id","order_date","total_price","coupon_id","status","payment_method","payment_status"
"174","889","2025-06-13 15:34:33","4351082","340","awaiting_payment","e-wallet","failed"
"175","190","2025-02-26 22:10:49","6274928","320","returned","credit_card","overpaid"
"176","754","2025-07-01 06:18:06","6801808","419","on_hold","bank_bni","overpaid"
"177","13","2025-08-01 06:52:57","3825044","123","cancelled","debit_card","partial"
"178","450","2025-08-06 08:14:26","2599332","850","refunded","credit_card","paid"
"179","588","2025-05-24 02:32:51","6329265","230","processing","debit_card","chargeback"
"180","475","2025-08-08 05:02:53","8470144","224","processing","e-wallet","refunded"
"181","852","2025-04-14 00:40:39","2275396","288","awaiting_payment","ovo","refunded"
"182","467","2025-05-01 16:54:35","4946114","852","cancelled","gopay","partial"
"183","904","2025-02-26 16:32:10","7772326","991","refunded","cash","refunded"
"184","196","2025-07-26 18:12:44","6920673","403","on_hold","dana","overpaid"
"185","563","2025-08-05 03:42:56","9123959","807","returned","bank_bni","chargeback"
"186","680","2025-05-11 01:26:07","8436059","830","on_hold","cash","refunded"
"187","479","2025-05-16 22:26:14","5504723","485","returned","bank_bni","failed"
"188","734","2025-05-03 07:41:59","194848","514","awaiting_shipment","debit_card","chargeback"
"189","429","2025-04-04 17:39:16","159521","264","delivered","e-wallet","overpaid"
"190","261","2025-04-17 16:56:14","2648238","370","cancelled","bank_mandiri","chargeback"
"191","308","2025-05-28 17:16:56","7131137","553","pending","cash","failed"
"192","862","2025-07-16 03:43:37","2191892","868","returned","transfer","paid"
"193","827","2025-05-14 06:47:39","3277351","849","shipped","ovo","failed"
"194","448","2025-04-23 17:04:15","2663438","459","returned","bank_mandiri","paid"
"195","119","2025-04-03 18:42:39","7222788","380","refunded","bank_bni","paid"
"196","812","2025-06-14 20:51:01","918917","99","refunded","dana","overpaid"
"197","244","2025-03-30 04:44:08","5680090","402","cancelled","debit_card","pending"
"198","300","2025-08-07 06:59:42","6896878","763","awaiting_shipment","debit_card","chargeback"
"199","993","2025-08-03 11:29:05","4640713","904","awaiting_payment","e-wallet","chargeback"
"200","248","2025-07-09 23:49:06","8655118","175","awaiting_shipment","paypal","pending"
"201","269","2025-07-09 08:18:48","3279015","452","refunded","dana","pending"
"202","695","2025-03-24 14:01:47","4035599","115","awaiting_shipment","cash","chargeback"
"203","450","2025-04-11 09:27:48","6209496","762","shipped","paypal","failed"
"204","577","2025-06-20 01:45:10","8311633","329","cancelled","dana","chargeback"
"205","91","2025-04-17 23:36:12","8043517","417","delivered","ovo","chargeback"
"206","861","2025-03-13 20:26:05","1129547","139","pending","paypal","partial"
"207","323","2025-02-26 02:09:25","2280247","87","refunded","ovo","refunded"
"208","52","2025-05-03 06:22:04","880864","548","delivered","e-wallet","overpaid"
"209","328","2025-04-12 12:09:22","9889812","346","awaiting_payment","gopay","partial"
"210","743","2025-07-30 19:39:35","3600277","667","cancelled","cash","pending"
"211","899","2025-06-22 15:12:19","966896","90","shipped","bank_mandiri","chargeback"
"212","792","2025-06-27 10:31:34","6554667","105","refunded","bank_bca","refunded"
"213","448","2025-05-04 06:20:16","3573645","462","delivered","bank_mandiri","overpaid"
"214","88","2025-04-11 04:08:20","494697","643","pending","paypal","pending"
"215","731","2025-06-19 22:45:17","2507548","945","processing","cash","chargeback"
"216","7","2025-07-16 17:25:04","7503549","455","awaiting_shipment","paypal","refunded"
"217","168","2025-03-25 13:03:33","9665468","142","awaiting_shipment","bank_mandiri","partial"
"218","516","2025-07-16 12:18:05","6534689","50","awaiting_payment","transfer","pending"
"219","977","2025-06-05 08:53:47","1921137","999","awaiting_payment","bank_bni","partial"
"220","230","2025-07-03 22:07:59","3223893","67","on_hold","bank_mandiri","chargeback"
"221","119","2025-06-03 16:08:37","8861424","140","processing","gopay","paid"
"222","619","2025-03-20 11:59:37","5668872","796","processing","ovo","overpaid"
"223","890","2025-04-28 04:24:01","7207635","435","returned","gopay","overpaid"
"224","53","2025-08-03 17:18:58","8762774","85","returned","cash","overpaid"
"225","900","2025-06-30 07:59:21","1675846","335","awaiting_shipment","paypal","partial"
"226","289","2025-07-19 09:49:42","7547040","70","on_hold","gopay","failed"
"227","273","2025-04-26 13:14:55","3585699","87","returned","transfer","refunded"
"228","523","2025-02-21 14:11:06","9118853","130","pending","ovo","refunded"
"229","365","2025-04-27 12:26:04","1658944","569","refunded","cash","refunded"
"230","7","2025-03-18 12:42:11","9402389","167","returned","dana","pending"
"231","303","2025-03-01 13:44:38","9950680","515","processing","debit_card","partial"
"232","460","2025-05-15 09:55:13","2860827","781","delivered","bank_bca","partial"
"233","813","2025-04-30 11:04:47","3257515","829","pending","ovo","failed"
"234","747","2025-06-05 06:37:59","6198082","326","shipped","ovo","paid"
"235","517","2025-06-03 20:03:59","4796844","480","delivered","dana","chargeback"
"236","909","2025-07-24 22:48:15","253711","29","on_hold","paypal","chargeback"
"237","742","2025-05-09 06:33:01","538715","787","awaiting_payment","ovo","failed"
"238","712","2025-05-08 14:07:13","4360787","789","shipped","e-wallet","chargeback"
"239","139","2025-05-12 15:59:53","2328647","925","cancelled","ovo","chargeback"
"240","494","2025-05-13 22:25:40","8856436","646","returned","cash","paid"
"241","540","2025-06-01 07:29:07","9658593","69","awaiting_payment","bank_bca","overpaid"
"242","138","2025-06-24 10:26:50","1717828","25","on_hold","bank_bni","paid"
"243","660","2025-05-30 12:29:00","2149457","518","returned","debit_card","paid"
"244","599","2025-08-01 00:57:45","8607249","3","awaiting_shipment","credit_card","partial"
"245","522","2025-04-19 02:25:35","4760901","388","processing","bank_bni","overpaid"
"246","697","2025-02-28 12:30:21","3602566","341","awaiting_payment","bank_bca","partial"
"247","556","2025-05-29 00:45:12","9399608","750","delivered","bank_bni","chargeback"
"248","778","2025-07-29 20:30:02","1938827","275","processing","ovo","failed"
"249","33","2025-02-23 00:43:42","9075607","393","cancelled","credit_card","partial"
"250","287","2025-04-19 04:36:26","6567560","922","shipped","e-wallet","refunded"
"251","747","2025-06-30 13:28:58","2079579","703","delivered","dana","overpaid"
"252","561","2025-04-15 00:31:35","7678910","610","awaiting_payment","paypal","paid"
"253","206","2025-06-16 10:01:32","5361332","233","awaiting_shipment","paypal","failed"
"254","961","2025-05-24 07:41:19","171850","991","processing","transfer","chargeback"
"255","356","2025-07-21 05:27:51","4408997","218","shipped","cash","overpaid"
"256","766","2025-04-03 14:09:07","8185862","855","processing","bank_mandiri","chargeback"
"257","826","2025-03-24 06:08:50","5464204","646","delivered","e-wallet","refunded"
"258","781","2025-08-01 14:00:34","594074","259","shipped","gopay","chargeback"
"259","997","2025-03-26 11:12:21","9867142","349","processing","ovo","partial"
"260","428","2025-07-07 15:26:00","1065517","483","on_hold","dana","failed"
"261","707","2025-03-19 08:17:56","4208497","277","awaiting_payment","ovo","refunded"
"262","174","2025-03-31 11:36:31","5423159","924","delivered","dana","refunded"
"263","102","2025-05-13 18:07:36","2863627","567","shipped","debit_card","overpaid"
"264","44","2025-06-22 00:38:20","1997177","796","awaiting_payment","e-wallet","partial"
"265","628","2025-06-17 04:54:26","3106905","335","awaiting_shipment","transfer","failed"
"266","765","2025-04-21 13:54:38","8378296","269","processing","paypal","chargeback"
"267","277","2025-08-10 07:03:32","2862603","697","awaiting_payment","credit_card","paid"
"268","213","2025-05-29 13:05:09","1590146","994","shipped","transfer","refunded"
"269","990","2025-07-22 13:28:58","6856328","170","returned","cash","pending"
"270","666","2025-06-03 18:00:07","7142780","411","pending","bank_bni","failed"
"271","132","2025-03-12 17:34:15","2673233","859","on_hold","credit_card","pending"
"272","313","2025-06-25 15:37:37","6586398","294","awaiting_payment","gopay","overpaid"
"273","448","2025-04-06 21:19:51","431598","48","returned","dana","partial"
"274","499","2025-07-23 15:42:58","4316175","669","shipped","credit_card","paid"
"275","194","2025-06-19 18:30:47","8006423","136","processing","bank_mandiri","failed"
"276","439","2025-05-26 02:57:38","2505065","91","awaiting_shipment","cash","refunded"
"277","624","2025-05-16 10:10:24","2762048","636","cancelled","bank_bca","failed"
"278","64","2025-03-29 10:58:48","3931045","626","processing","e-wallet","pending"
"279","7","2025-06-14 22:00:47","3568077","198","shipped","bank_bca","partial"
"280","289","2025-05-18 17:43:21","9472452","997","awaiting_shipment","dana","chargeback"
"281","18","2025-07-16 00:55:02","6101070","178","refunded","bank_bca","pending"
"282","397","2025-04-20 05:40:57","4307934","944","processing","gopay","pending"
"283","711","2025-06-17 09:47:33","6544123","90","on_hold","ovo","chargeback"
"284","11","2025-06-20 23:11:19","8000401","549","pending","cash","failed"
"285","619","2025-03-25 13:48:53","6829232","148","awaiting_shipment","bank_bni","failed"
"286","528","2025-07-18 03:39:04","7958981","946","awaiting_shipment","bank_bni","refunded"
"287","396","2025-03-11 04:19:21","6751967","712","on_hold","debit_card","refunded"
"288","69","2025-08-09 03:51:13","2315046","268","delivered","ovo","pending"
"289","443","2025-03-09 08:27:33","1608915","577","returned","ovo","pending"
"290","118","2025-03-09 14:25:49","3863470","957","shipped","dana","failed"
"291","612","2025-06-15 05:07:39","2638111","208","pending","gopay","chargeback"
"292","684","2025-03-03 03:08:23","1049428","536","shipped","bank_bca","overpaid"
"293","519","2025-02-17 06:57:00","2831846","5","refunded","cash","failed"
"294","382","2025-02-19 19:22:04","152064","721","awaiting_payment","debit_card","partial"
"295","933","2025-06-05 04:31:37","1826855","458","delivered","paypal","pending"
"296","801","2025-02-26 13:11:54","6850620","193","refunded","paypal","failed"
"297","3","2025-06-23 07:53:29","2649182","819","on_hold","paypal","overpaid"
"298","259","2025-03-30 10:09:07","1304007","628","pending","bank_bca","partial"
"299","194","2025-03-19 01:47:44","6837114","282","pending","ovo","failed"
"300","796","2025-05-22 04:41:15","6323449","556","cancelled","dana","pending"
"301","74","2025-07-08 18:22:29","4152471","503","shipped","debit_card","paid"
"302","198","2025-05-12 03:20:47","3242483","365","processing","bank_bni","paid"
"303","23","2025-03-04 14:16:14","8238241","570","on_hold","paypal","failed"
"304","543","2025-06-30 10:45:34","3445936","636","on_hold","transfer","overpaid"
"305","120","2025-07-07 22:51:14","1554507","267","shipped","credit_card","partial"
"306","515","2025-06-22 00:28:46","6142093","663","delivered","e-wallet","paid"
"307","380","2025-05-26 18:46:49","9370387","59","returned","debit_card","refunded"
"308","271","2025-06-21 00:15:27","3369939","763","shipped","bank_bca","paid"
"309","67","2025-02-15 04:24:21","3486983","939","returned","ovo","chargeback"
"310","154","2025-06-30 10:54:06","8705723","287","returned","bank_bni","paid"
"311","284","2025-03-08 12:46:42","184561","442","processing","transfer","pending"
"312","410","2025-07-30 13:09:33","8250709","634","returned","bank_bca","partial"
"313","522","2025-05-12 00:51:17","8771415","302","pending","bank_bca","partial"
"314","948","2025-03-23 15:39:58","7459794","789","returned","ovo","refunded"
"315","550","2025-03-16 10:43:46","6018850","49","delivered","cash","paid"
"316","550","2025-04-21 13:25:56","4661443","191","awaiting_shipment","cash","overpaid"
"317","606","2025-05-12 12:31:20","1557779","791","cancelled","transfer","pending"
"318","174","2025-02-22 13:43:08","8196825","501","returned","debit_card","failed"
"319","795","2025-04-07 06:19:37","782934","21","shipped","transfer","paid"
"320","977","2025-07-02 09:28:14","9807235","842","returned","gopay","partial"
"321","228","2025-07-16 00:17:32","8578674","null","returned","cash","pending"
"322","12","2025-05-03 17:15:02","1736056","905","on_hold","e-wallet","chargeback"
"323","53","2025-06-25 02:51:31","1089698","755","awaiting_shipment","ovo","chargeback"
"324","930","2025-04-12 13:37:51","2020152","823","awaiting_payment","e-wallet","overpaid"
"325","262","2025-03-17 10:46:26","4277403","50","awaiting_payment","cash","refunded"
"326","895","2025-06-11 20:15:34","5078240","706","processing","bank_bni","pending"
"327","241","2025-03-16 04:05:06","6606309","578","cancelled","credit_card","pending"
"328","778","2025-03-22 11:49:23","4438722","756","on_hold","credit_card","chargeback"
"329","206","2025-05-13 03:24:04","6642580","427","delivered","paypal","refunded"
"330","786","2025-04-17 13:53:41","1478928","148","returned","transfer","pending"
"331","975","2025-06-17 19:03:16","6461046","177","returned","ovo","partial"
"332","492","2025-07-18 00:01:43","520497","714","on_hold","gopay","chargeback"
"333","572","2025-07-25 08:48:02","8861571","80","awaiting_payment","gopay","partial"
"334","857","2025-04-16 03:34:46","1441603","68","pending","e-wallet","chargeback"
"335","138","2025-04-10 14:08:03","9164130","820","shipped","bank_bni","overpaid"
"336","644","2025-07-13 03:26:50","53996","726","pending","transfer","failed"
"337","24","2025-03-22 09:06:38","4304778","667","pending","e-wallet","chargeback"
"338","208","2025-07-09 23:48:33","6668749","978","shipped","e-wallet","overpaid"
"339","90","2025-04-10 17:34:58","3799555","551","refunded","cash","chargeback"
"340","618","2025-03-25 05:27:14","375580","982","returned","credit_card","failed"
"341","14","2025-06-09 15:08:29","3865383","991","awaiting_shipment","gopay","chargeback"
"342","804","2025-06-13 04:57:26","4045980","276","delivered","gopay","chargeback"
"343","982","2025-07-29 22:00:49","604703","145","awaiting_shipment","transfer","overpaid"
"344","898","2025-06-28 14:31:01","9663736","884","awaiting_shipment","dana","overpaid"
"345","446","2025-07-24 17:15:18","1620625","224","awaiting_payment","gopay","partial"
"346","715","2025-04-09 22:21:43","6513788","983","pending","bank_bca","overpaid"
"347","675","2025-03-10 14:21:48","2519940","360","refunded","ovo","partial"
"348","430","2025-07-21 04:36:12","4201537","145","pending","debit_card","chargeback"
"349","322","2025-04-26 11:18:29","3005201","1","processing","paypal","paid"
"350","394","2025-05-20 12:57:48","1487013","670","on_hold","transfer","refunded"
"351","434","2025-02-13 19:45:11","1157190","534","processing","bank_mandiri","paid"
"352","608","2025-07-25 14:48:19","970891","757","pending","cash","overpaid"
"353","607","2025-07-03 07:39:57","2173259","658","awaiting_shipment","bank_mandiri","partial"
"354","437","2025-05-07 05:37:49","8932817","674","returned","debit_card","failed"
"355","302","2025-02-24 02:32:23","4621739","521","pending","bank_bni","paid"
"356","965","2025-06-04 16:37:28","6681266","826","pending","cash","failed"
"357","533","2025-04-01 12:22:16","4891253","264","awaiting_shipment","debit_card","refunded"
"358","48","2025-02-13 16:10:07","8525442","821","pending","bank_bni","pending"
"359","138","2025-03-28 11:27:09","4273744","977","awaiting_payment","transfer","overpaid"
"360","288","2025-07-24 00:15:16","1900758","394","awaiting_shipment","paypal","chargeback"
"361","840","2025-07-16 21:42:32","5922571","202","cancelled","dana","failed"
"362","880","2025-07-16 09:52:48","3919642","543","awaiting_payment","cash","paid"
"363","610","2025-04-17 02:34:41","448226","997","on_hold","transfer","paid"
"364","234","2025-05-14 01:38:11","3294140","331","pending","ovo","pending"
"365","32","2025-02-13 06:01:50","3837760","836","cancelled","transfer","paid"
