"id","user_id","product_id","rating","review_text"
"106","777","255","2","Review produk nomor 106"
"107","680","10","1","Review produk nomor 107"
"108","791","57","5","Review produk nomor 108"
"109","456","937","5","Review produk nomor 109"
"110","477","929","2","Review produk nomor 110"
"111","594","139","2","Review produk nomor 111"
"112","411","690","1","Review produk nomor 112"
"113","540","274","2","Review produk nomor 113"
"114","899","754","4","Review produk nomor 114"
"115","790","148","4","Review produk nomor 115"
"116","755","507","4","Review produk nomor 116"
"117","225","157","5","Review produk nomor 117"
"118","844","599","4","Review produk nomor 118"
"119","233","772","4","Review produk nomor 119"
"120","94","905","4","Review produk nomor 120"
"121","448","618","1","Review produk nomor 121"
"122","561","253","4","Review produk nomor 122"
"123","546","574","2","Review produk nomor 123"
"124","38","384","2","Review produk nomor 124"
"125","255","482","4","Review produk nomor 125"
"126","699","490","1","Review produk nomor 126"
"127","461","302","2","Review produk nomor 127"
"128","310","465","1","Review produk nomor 128"
"129","147","381","4","Review produk nomor 129"
"130","992","496","3","Review produk nomor 130"
"131","697","700","1","Review produk nomor 131"
"132","199","605","3","Review produk nomor 132"
"133","148","748","2","Review produk nomor 133"
"134","50","678","5","Review produk nomor 134"
"135","275","544","2","Review produk nomor 135"
"136","274","713","3","Review produk nomor 136"
"137","123","583","4","Review produk nomor 137"
"138","522","310","5","Review produk nomor 138"
"139","981","666","1","Review produk nomor 139"
"140","801","973","2","Review produk nomor 140"
"141","147","669","2","Review produk nomor 141"
"142","791","174","1","Review produk nomor 142"
"143","414","118","3","Review produk nomor 143"
"144","176","695","2","Review produk nomor 144"
"145","797","198","1","Review produk nomor 145"
"146","366","286","1","Review produk nomor 146"
"147","994","609","5","Review produk nomor 147"
"148","132","676","5","Review produk nomor 148"
"149","28","773","5","Review produk nomor 149"
"150","618","412","1","Review produk nomor 150"
"151","563","109","3","Review produk nomor 151"
"152","490","478","2","Review produk nomor 152"
"153","73","256","3","Review produk nomor 153"
"154","614","45","5","Review produk nomor 154"
"155","928","10","4","Review produk nomor 155"
"156","433","453","2","Review produk nomor 156"
"157","408","389","1","Review produk nomor 157"
"158","201","6","1","Review produk nomor 158"
"159","303","77","5","Review produk nomor 159"
"160","361","336","5","Review produk nomor 160"
"161","760","939","4","Review produk nomor 161"
"162","847","379","3","Review produk nomor 162"
"163","718","595","1","Review produk nomor 163"
"164","457","414","4","Review produk nomor 164"
"165","165","439","1","Review produk nomor 165"
"166","288","108","1","Review produk nomor 166"
"167","394","717","4","Review produk nomor 167"
"168","51","439","2","Review produk nomor 168"
"169","278","275","4","Review produk nomor 169"
"170","346","702","1","Review produk nomor 170"
"171","48","221","4","Review produk nomor 171"
"172","876","861","4","Review produk nomor 172"
"173","239","903","2","Review produk nomor 173"
"174","590","787","4","Review produk nomor 174"
"175","50","975","1","Review produk nomor 175"
"176","455","698","1","Review produk nomor 176"
"177","837","799","3","Review produk nomor 177"
"178","361","824","1","Review produk nomor 178"
"179","353","289","3","Review produk nomor 179"
"180","287","499","5","Review produk nomor 180"
"181","865","847","3","Review produk nomor 181"
"182","810","544","3","Review produk nomor 182"
"183","603","948","3","Review produk nomor 183"
"184","457","851","1","Review produk nomor 184"
"185","905","726","5","Review produk nomor 185"
"186","584","851","3","Review produk nomor 186"
"187","829","708","3","Review produk nomor 187"
"188","545","561","5","Review produk nomor 188"
"189","336","363","1","Review produk nomor 189"
"190","353","422","3","Review produk nomor 190"
"191","608","754","1","Review produk nomor 191"
"192","79","387","4","Review produk nomor 192"
"193","634","321","3","Review produk nomor 193"
"194","983","988","5","Review produk nomor 194"
"195","806","374","2","Review produk nomor 195"
"196","401","542","1","Review produk nomor 196"
"197","46","976","5","Review produk nomor 197"
"198","536","347","2","Review produk nomor 198"
"199","569","331","4","Review produk nomor 199"
"200","4","630","4","Review produk nomor 200"
"201","375","94","4","Review produk nomor 201"
"202","418","859","4","Review produk nomor 202"
"203","197","941","2","Review produk nomor 203"
"204","181","200","3","Review produk nomor 204"
"205","89","700","4","Review produk nomor 205"
"206","58","271","1","Review produk nomor 206"
"207","751","951","1","Review produk nomor 207"
"208","695","32","4","Review produk nomor 208"
"209","96","176","3","Review produk nomor 209"
"210","149","353","1","Review produk nomor 210"
"211","987","796","2","Review produk nomor 211"
"212","663","680","2","Review produk nomor 212"
"213","728","561","1","Review produk nomor 213"
"214","561","175","2","Review produk nomor 214"
"215","718","742","2","Review produk nomor 215"
"216","860","696","1","Review produk nomor 216"
"217","734","288","2","Review produk nomor 217"
"218","923","334","5","Review produk nomor 218"
"219","760","591","3","Review produk nomor 219"
"220","709","514","5","Review produk nomor 220"
"221","148","770","5","Review produk nomor 221"
"222","803","656","4","Review produk nomor 222"
"223","557","894","3","Review produk nomor 223"
"224","572","334","3","Review produk nomor 224"
"225","660","822","5","Review produk nomor 225"
"226","250","743","5","Review produk nomor 226"
"227","853","45","5","Review produk nomor 227"
"228","361","411","1","Review produk nomor 228"
"229","552","445","4","Review produk nomor 229"
"230","940","683","1","Review produk nomor 230"
"231","322","519","5","Review produk nomor 231"
"232","48","467","3","Review produk nomor 232"
"233","914","974","3","Review produk nomor 233"
"234","845","498","3","Review produk nomor 234"
"235","279","281","2","Review produk nomor 235"
"236","61","147","3","Review produk nomor 236"
"237","157","968","4","Review produk nomor 237"
"238","633","454","4","Review produk nomor 238"
"239","742","75","3","Review produk nomor 239"
"240","308","797","2","Review produk nomor 240"
"241","955","233","1","Review produk nomor 241"
"242","879","290","3","Review produk nomor 242"
"243","841","752","3","Review produk nomor 243"
"244","949","885","3","Review produk nomor 244"
"245","936","710","5","Review produk nomor 245"
"246","477","102","1","Review produk nomor 246"
"247","960","474","4","Review produk nomor 247"
"248","607","573","5","Review produk nomor 248"
"249","896","431","4","Review produk nomor 249"
"250","760","287","2","Review produk nomor 250"
"251","313","293","1","Review produk nomor 251"
"252","918","432","2","Review produk nomor 252"
"253","59","740","5","Review produk nomor 253"
"254","917","348","3","Review produk nomor 254"
"255","680","757","5","Review produk nomor 255"
"256","663","578","4","Review produk nomor 256"
"257","876","144","3","Review produk nomor 257"
"258","644","12","2","Review produk nomor 258"
"259","607","1000","2","Review produk nomor 259"
"260","727","606","4","Review produk nomor 260"
"261","289","888","4","Review produk nomor 261"
"262","614","310","2","Review produk nomor 262"
"263","169","325","2","Review produk nomor 263"
"264","546","591","1","Review produk nomor 264"
"265","963","615","3","Review produk nomor 265"
"266","452","717","2","Review produk nomor 266"
"267","215","140","4","Review produk nomor 267"
"268","539","595","5","Review produk nomor 268"
"269","88","283","5","Review produk nomor 269"
"270","806","670","5","Review produk nomor 270"
"271","750","469","5","Review produk nomor 271"
"272","197","581","3","Review produk nomor 272"
"273","872","802","3","Review produk nomor 273"
"274","968","143","2","Review produk nomor 274"
"275","599","794","3","Review produk nomor 275"
"276","858","144","5","Review produk nomor 276"
"277","432","658","5","Review produk nomor 277"
"278","24","952","5","Review produk nomor 278"
"279","775","451","3","Review produk nomor 279"
"280","329","653","3","Review produk nomor 280"
"281","759","80","1","Review produk nomor 281"
"282","811","398","1","Review produk nomor 282"
"283","336","631","2","Review produk nomor 283"
"284","399","944","4","Review produk nomor 284"
"285","111","14","2","Review produk nomor 285"
"286","358","201","4","Review produk nomor 286"
"287","943","706","3","Review produk nomor 287"
"288","740","560","3","Review produk nomor 288"
"289","433","357","1","Review produk nomor 289"
"290","925","117","2","Review produk nomor 290"
"291","951","42","1","Review produk nomor 291"
"292","295","465","1","Review produk nomor 292"
"293","536","252","3","Review produk nomor 293"
"294","694","627","5","Review produk nomor 294"
"295","572","531","5","Review produk nomor 295"
"296","2","644","1","Review produk nomor 296"
"297","845","328","4","Review produk nomor 297"
"298","290","491","4","Review produk nomor 298"
"299","752","884","4","Review produk nomor 299"
"300","351","724","2","Review produk nomor 300"
"301","404","290","3","Review produk nomor 301"
"302","381","801","3","Review produk nomor 302"
"303","68","578","5","Review produk nomor 303"
"304","518","6","5","Review produk nomor 304"
"305","616","610","2","Review produk nomor 305"
"306","248","245","5","Review produk nomor 306"
"307","712","906","5","Review produk nomor 307"
"308","404","639","3","Review produk nomor 308"
"309","478","793","1","Review produk nomor 309"
"310","294","603","4","Review produk nomor 310"
"311","407","630","4","Review produk nomor 311"
"312","543","638","3","Review produk nomor 312"
"313","523","689","4","Review produk nomor 313"
"314","137","377","1","Review produk nomor 314"
"315","169","467","1","Review produk nomor 315"
"316","317","375","3","Review produk nomor 316"
"317","177","811","3","Review produk nomor 317"
"318","182","934","3","Review produk nomor 318"
"319","909","117","1","Review produk nomor 319"
"320","932","859","4","Review produk nomor 320"
"321","1","212","5","Review produk nomor 321"
"322","283","6","2","Review produk nomor 322"
"323","834","349","1","Review produk nomor 323"
"324","500","243","5","Review produk nomor 324"
"325","153","941","2","Review produk nomor 325"
"326","80","117","5","Review produk nomor 326"
"327","391","410","4","Review produk nomor 327"
"328","225","308","4","Review produk nomor 328"
"329","587","249","4","Review produk nomor 329"
"330","552","862","5","Review produk nomor 330"
"331","101","482","5","Review produk nomor 331"
"332","380","366","2","Review produk nomor 332"
"333","627","52","3","Review produk nomor 333"
"334","464","540","3","Review produk nomor 334"
"335","691","990","4","Review produk nomor 335"
"336","853","256","2","Review produk nomor 336"
"337","828","753","2","Review produk nomor 337"
"338","361","641","3","Review produk nomor 338"
"339","581","381","2","Review produk nomor 339"
"340","602","120","3","Review produk nomor 340"
"341","379","26","5","Review produk nomor 341"
"342","129","963","3","Review produk nomor 342"
"343","250","961","2","Review produk nomor 343"
"344","339","837","1","Review produk nomor 344"
"345","234","805","5","Review produk nomor 345"
"346","735","27","2","Review produk nomor 346"
"347","525","380","5","Review produk nomor 347"
"348","485","817","5","Review produk nomor 348"
"349","872","25","5","Review produk nomor 349"
"350","925","806","1","Review produk nomor 350"
"351","857","68","5","Review produk nomor 351"
"352","641","566","1","Review produk nomor 352"
"353","794","900","4","Review produk nomor 353"
"354","74","446","2","Review produk nomor 354"
"355","853","406","3","Review produk nomor 355"
"356","782","237","3","Review produk nomor 356"
"357","832","916","2","Review produk nomor 357"
"358","611","636","1","Review produk nomor 358"
"359","669","71","5","Review produk nomor 359"
"360","994","193","2","Review produk nomor 360"
"361","71","971","1","Review produk nomor 361"
"362","904","170","3","Review produk nomor 362"
"363","497","27","4","Review produk nomor 363"
"364","158","442","2","Review produk nomor 364"
"365","472","875","5","Review produk nomor 365"
"366","829","13","4","Review produk nomor 366"
"367","66","620","5","Review produk nomor 367"
"368","508","17","5","Review produk nomor 368"
"369","139","529","2","Review produk nomor 369"
"370","573","950","1","Review produk nomor 370"
"371","407","856","2","Review produk nomor 371"
"372","46","607","3","Review produk nomor 372"
"373","607","506","2","Review produk nomor 373"
"374","279","499","4","Review produk nomor 374"
"375","618","243","3","Review produk nomor 375"
"376","349","229","1","Review produk nomor 376"
"377","642","875","5","Review produk nomor 377"
"378","926","230","2","Review produk nomor 378"
"379","565","867","2","Review produk nomor 379"
"380","443","63","5","Review produk nomor 380"
"381","503","935","2","Review produk nomor 381"
"382","374","873","1","Review produk nomor 382"
"383","462","439","1","Review produk nomor 383"
"384","146","924","4","Review produk nomor 384"
"385","233","774","5","Review produk nomor 385"
"386","106","376","4","Review produk nomor 386"
"387","900","441","5","Review produk nomor 387"
"388","350","41","2","Review produk nomor 388"
"389","350","664","4","Review produk nomor 389"
"390","980","616","1","Review produk nomor 390"
"391","136","483","3","Review produk nomor 391"
"392","555","224","2","Review produk nomor 392"
"393","392","829","2","Review produk nomor 393"
"394","396","33","1","Review produk nomor 394"
"395","607","315","5","Review produk nomor 395"
"396","457","7","5","Review produk nomor 396"
"397","976","558","5","Review produk nomor 397"
"398","666","600","4","Review produk nomor 398"
"399","818","447","5","Review produk nomor 399"
"400","904","624","5","Review produk nomor 400"
"401","431","363","3","Review produk nomor 401"
"402","23","236","2","Review produk nomor 402"
"403","225","30","3","Review produk nomor 403"
"404","897","598","3","Review produk nomor 404"
"405","444","895","3","Review produk nomor 405"
"406","300","37","5","Review produk nomor 406"
"407","402","221","2","Review produk nomor 407"
"408","935","466","1","Review produk nomor 408"
"409","788","646","5","Review produk nomor 409"
"410","265","58","3","Review produk nomor 410"
"411","328","881","5","Review produk nomor 411"
"412","373","393","1","Review produk nomor 412"
"413","415","543","5","Review produk nomor 413"
"414","299","627","1","Review produk nomor 414"
"415","472","29","3","Review produk nomor 415"
"416","451","679","4","Review produk nomor 416"
"417","272","262","1","Review produk nomor 417"
"418","538","923","5","Review produk nomor 418"
"419","908","741","2","Review produk nomor 419"
"420","179","913","1","Review produk nomor 420"
"421","480","353","5","Review produk nomor 421"
"422","539","796","4","Review produk nomor 422"
"423","95","133","4","Review produk nomor 423"
"424","269","233","2","Review produk nomor 424"
"425","902","454","1","Review produk nomor 425"
"426","871","56","2","Review produk nomor 426"
"427","616","379","2","Review produk nomor 427"
"428","106","541","1","Review produk nomor 428"
"429","230","980","2","Review produk nomor 429"
"430","328","195","5","Review produk nomor 430"
"431","833","251","3","Review produk nomor 431"
"432","887","790","5","Review produk nomor 432"
"433","318","137","3","Review produk nomor 433"
"434","461","650","1","Review produk nomor 434"
"435","12","584","5","Review produk nomor 435"
"436","427","921","2","Review produk nomor 436"
"437","241","206","3","Review produk nomor 437"
"438","903","864","4","Review produk nomor 438"
"439","820","342","5","Review produk nomor 439"
"440","101","926","5","Review produk nomor 440"
"441","274","337","1","Review produk nomor 441"
"442","478","390","3","Review produk nomor 442"
"443","989","618","2","Review produk nomor 443"
"444","331","779","4","Review produk nomor 444"
"445","164","868","2","Review produk nomor 445"
"446","858","914","4","Review produk nomor 446"
"447","357","634","5","Review produk nomor 447"
"448","472","5","2","Review produk nomor 448"
"449","82","866","5","Review produk nomor 449"
"450","3","738","1","Review produk nomor 450"
"451","381","621","2","Review produk nomor 451"
"452","484","894","1","Review produk nomor 452"
"453","719","726","5","Review produk nomor 453"
"454","327","771","5","Review produk nomor 454"
"455","638","807","3","Review produk nomor 455"
"456","816","956","5","Review produk nomor 456"
"457","360","267","2","Review produk nomor 457"
"458","174","853","4","Review produk nomor 458"
"459","652","976","4","Review produk nomor 459"
"460","478","666","1","Review produk nomor 460"
"461","862","281","5","Review produk nomor 461"
"462","734","497","5","Review produk nomor 462"
"463","652","723","4","Review produk nomor 463"
"464","287","517","5","Review produk nomor 464"
"465","114","883","3","Review produk nomor 465"
"466","301","348","3","Review produk nomor 466"
"467","434","567","2","Review produk nomor 467"
"468","710","113","4","Review produk nomor 468"
"469","450","868","3","Review produk nomor 469"
"470","667","593","5","Review produk nomor 470"
"471","672","832","5","Review produk nomor 471"
"472","139","621","3","Review produk nomor 472"
"473","908","293","4","Review produk nomor 473"
"474","616","949","2","Review produk nomor 474"
"475","432","364","5","Review produk nomor 475"
"476","656","981","3","Review produk nomor 476"
"477","438","205","5","Review produk nomor 477"
"478","566","62","3","Review produk nomor 478"
"479","621","604","2","Review produk nomor 479"
"480","390","409","4","Review produk nomor 480"
"481","352","972","3","Review produk nomor 481"
"482","698","895","5","Review produk nomor 482"
"483","378","613","4","Review produk nomor 483"
"484","166","12","2","Review produk nomor 484"
"485","469","741","1","Review produk nomor 485"
"486","696","988","4","Review produk nomor 486"
"487","706","308","5","Review produk nomor 487"
"488","436","346","3","Review produk nomor 488"
"489","247","165","1","Review produk nomor 489"
"490","6","571","4","Review produk nomor 490"
"491","301","626","2","Review produk nomor 491"
"492","45","815","3","Review produk nomor 492"
"493","297","274","5","Review produk nomor 493"
"494","58","229","4","Review produk nomor 494"
"495","257","253","2","Review produk nomor 495"
"496","686","30","2","Review produk nomor 496"
"497","500","165","1","Review produk nomor 497"
"498","515","183","4","Review produk nomor 498"
"499","169","995","4","Review produk nomor 499"
"500","366","458","5","Review produk nomor 500"
"501","246","822","2","Review produk nomor 501"
"502","709","81","1","Review produk nomor 502"
"503","610","1","5","Review produk nomor 503"
"504","407","198","2","Review produk nomor 504"
"505","557","724","4","Review produk nomor 505"
"506","380","927","1","Review produk nomor 506"
"507","122","283","4","Review produk nomor 507"
"508","68","664","1","Review produk nomor 508"
"509","714","9","5","Review produk nomor 509"
"510","125","89","1","Review produk nomor 510"
"511","809","205","1","Review produk nomor 511"
"512","169","183","3","Review produk nomor 512"
"513","394","500","4","Review produk nomor 513"
"514","430","837","3","Review produk nomor 514"
"515","371","283","3","Review produk nomor 515"
"516","841","108","4","Review produk nomor 516"
"517","124","843","4","Review produk nomor 517"
"518","957","129","1","Review produk nomor 518"
"519","663","709","2","Review produk nomor 519"
"520","490","217","3","Review produk nomor 520"
"521","152","863","2","Review produk nomor 521"
"522","978","448","3","Review produk nomor 522"
"523","254","558","2","Review produk nomor 523"
"524","252","914","2","Review produk nomor 524"
"525","3","373","2","Review produk nomor 525"
"526","569","71","2","Review produk nomor 526"
"527","134","17","2","Review produk nomor 527"
"528","936","667","2","Review produk nomor 528"
"529","485","710","1","Review produk nomor 529"
"530","489","28","4","Review produk nomor 530"
"531","880","15","3","Review produk nomor 531"
"532","559","105","2","Review produk nomor 532"
"533","880","742","4","Review produk nomor 533"
"534","968","892","2","Review produk nomor 534"
"535","413","612","4","Review produk nomor 535"
"536","842","875","2","Review produk nomor 536"
"537","95","919","2","Review produk nomor 537"
"538","372","822","5","Review produk nomor 538"
"539","354","499","5","Review produk nomor 539"
"540","623","210","2","Review produk nomor 540"
"541","924","926","4","Review produk nomor 541"
"542","891","83","4","Review produk nomor 542"
"543","650","514","3","Review produk nomor 543"
"544","189","555","3","Review produk nomor 544"
"545","519","135","2","Review produk nomor 545"
"546","969","493","3","Review produk nomor 546"
"547","69","983","3","Review produk nomor 547"
"548","46","749","2","Review produk nomor 548"
"549","499","91","3","Review produk nomor 549"
"550","710","581","2","Review produk nomor 550"
"551","871","673","4","Review produk nomor 551"
"552","922","436","3","Review produk nomor 552"
"553","171","624","2","Review produk nomor 553"
"554","687","375","3","Review produk nomor 554"
"555","726","816","2","Review produk nomor 555"
"556","373","126","5","Review produk nomor 556"
"557","939","4","2","Review produk nomor 557"
"558","832","303","4","Review produk nomor 558"
"559","595","964","4","Review produk nomor 559"
"560","481","625","1","Review produk nomor 560"
"561","376","3","5","Review produk nomor 561"
"562","318","342","1","Review produk nomor 562"
"563","100","406","1","Review produk nomor 563"
"564","463","579","3","Review produk nomor 564"
"565","654","905","2","Review produk nomor 565"
"566","168","289","5","Review produk nomor 566"
"567","63","418","1","Review produk nomor 567"
"568","824","254","2","Review produk nomor 568"
"569","515","767","2","Review produk nomor 569"
"570","54","665","2","Review produk nomor 570"
"571","625","239","2","Review produk nomor 571"
"572","870","920","3","Review produk nomor 572"
"573","940","651","3","Review produk nomor 573"
"574","269","76","3","Review produk nomor 574"
"575","418","516","1","Review produk nomor 575"
"576","105","6","1","Review produk nomor 576"
"577","581","304","3","Review produk nomor 577"
"578","290","669","5","Review produk nomor 578"
"579","960","903","4","Review produk nomor 579"
"580","55","972","2","Review produk nomor 580"
"581","556","400","5","Review produk nomor 581"
"582","618","693","5","Review produk nomor 582"
"583","482","675","1","Review produk nomor 583"
"584","766","649","5","Review produk nomor 584"
"585","760","190","1","Review produk nomor 585"
"586","989","53","3","Review produk nomor 586"
"587","101","264","4","Review produk nomor 587"
"588","674","498","4","Review produk nomor 588"
"589","974","869","4","Review produk nomor 589"
"590","881","368","2","Review produk nomor 590"
"591","620","587","5","Review produk nomor 591"
"592","99","102","5","Review produk nomor 592"
"593","601","667","2","Review produk nomor 593"
"594","658","798","3","Review produk nomor 594"
"595","555","896","2","Review produk nomor 595"
"596","783","939","2","Review produk nomor 596"
"597","31","140","5","Review produk nomor 597"
"598","765","925","2","Review produk nomor 598"
"599","307","29","5","Review produk nomor 599"
"600","959","583","4","Review produk nomor 600"
"601","513","938","5","Review produk nomor 601"
"602","856","481","3","Review produk nomor 602"
"603","953","208","2","Review produk nomor 603"
"604","253","267","4","Review produk nomor 604"
"605","97","76","1","Review produk nomor 605"
"606","632","727","2","Review produk nomor 606"
"607","43","463","2","Review produk nomor 607"
"608","248","214","1","Review produk nomor 608"
"609","494","938","5","Review produk nomor 609"
"610","158","212","2","Review produk nomor 610"
"611","739","402","1","Review produk nomor 611"
"612","27","215","2","Review produk nomor 612"
"613","128","492","3","Review produk nomor 613"
"614","814","502","3","Review produk nomor 614"
"615","57","108","2","Review produk nomor 615"
"616","46","171","3","Review produk nomor 616"
"617","132","651","1","Review produk nomor 617"
"618","123","652","4","Review produk nomor 618"
"619","309","281","4","Review produk nomor 619"
"620","487","381","1","Review produk nomor 620"
"621","7","207","2","Review produk nomor 621"
"622","290","142","2","Review produk nomor 622"
"623","759","194","3","Review produk nomor 623"
"624","854","340","2","Review produk nomor 624"
"625","353","863","3","Review produk nomor 625"
"626","163","622","3","Review produk nomor 626"
"627","807","819","4","Review produk nomor 627"
"628","738","836","3","Review produk nomor 628"
"629","243","49","1","Review produk nomor 629"
"630","474","916","1","Review produk nomor 630"
"631","369","671","5","Review produk nomor 631"
"632","621","694","3","Review produk nomor 632"
"633","337","492","2","Review produk nomor 633"
"634","207","882","2","Review produk nomor 634"
"635","349","165","4","Review produk nomor 635"
"636","720","983","3","Review produk nomor 636"
"637","574","864","5","Review produk nomor 637"
"638","442","214","5","Review produk nomor 638"
"639","179","595","4","Review produk nomor 639"
"640","482","277","1","Review produk nomor 640"
"641","682","164","5","Review produk nomor 641"
"642","17","80","3","Review produk nomor 642"
"643","191","896","5","Review produk nomor 643"
"644","339","471","1","Review produk nomor 644"
"645","774","243","5","Review produk nomor 645"
"646","132","691","1","Review produk nomor 646"
"647","280","934","3","Review produk nomor 647"
"648","318","544","2","Review produk nomor 648"
"649","594","933","1","Review produk nomor 649"
"650","870","738","3","Review produk nomor 650"
"651","567","281","4","Review produk nomor 651"
"652","570","312","3","Review produk nomor 652"
"653","749","847","1","Review produk nomor 653"
"654","88","63","2","Review produk nomor 654"
"655","430","403","1","Review produk nomor 655"
"656","308","83","3","Review produk nomor 656"
"657","700","27","1","Review produk nomor 657"
"658","58","788","5","Review produk nomor 658"
"659","904","428","4","Review produk nomor 659"
"660","73","436","2","Review produk nomor 660"
"661","533","343","3","Review produk nomor 661"
"662","885","618","1","Review produk nomor 662"
"663","254","229","3","Review produk nomor 663"
"664","428","387","4","Review produk nomor 664"
"665","670","265","1","Review produk nomor 665"
"666","719","439","5","Review produk nomor 666"
"667","583","160","3","Review produk nomor 667"
"668","21","320","3","Review produk nomor 668"
"669","30","542","2","Review produk nomor 669"
"670","941","892","4","Review produk nomor 670"
"671","735","250","2","Review produk nomor 671"
"672","347","660","3","Review produk nomor 672"
"673","324","74","3","Review produk nomor 673"
"674","843","266","5","Review produk nomor 674"
"675","109","687","2","Review produk nomor 675"
"676","220","45","5","Review produk nomor 676"
"677","534","361","3","Review produk nomor 677"
"678","576","142","1","Review produk nomor 678"
"679","927","970","5","Review produk nomor 679"
"680","549","40","5","Review produk nomor 680"
"681","393","154","1","Review produk nomor 681"
"682","686","993","4","Review produk nomor 682"
"683","507","604","1","Review produk nomor 683"
"684","203","712","1","Review produk nomor 684"
"685","214","443","2","Review produk nomor 685"
"686","51","878","4","Review produk nomor 686"
"687","452","278","5","Review produk nomor 687"
"688","121","207","5","Review produk nomor 688"
"689","677","478","4","Review produk nomor 689"
"690","136","960","4","Review produk nomor 690"
"691","506","585","3","Review produk nomor 691"
"692","176","655","1","Review produk nomor 692"
"693","404","275","2","Review produk nomor 693"
"694","139","755","1","Review produk nomor 694"
"695","726","727","1","Review produk nomor 695"
"696","737","436","2","Review produk nomor 696"
"697","450","600","5","Review produk nomor 697"
"698","112","511","5","Review produk nomor 698"
